name,rank,brewery,style,n_ratings,avg_rating,beer_info_page,abv,BA_official_score,ranking_vs_all,rating_deviation,location,status,last_rated,date_added,n_wants,n_gots,country,state,style_family,substyle,notes
Blender - Blueberry,81,New Park Brewing,Sour - Fruited Kettle Sour,12,4.35,/beer/profile/47872/326859/,5.0,92.0,4726,5.29,Connecticut,Active,"Dec 24, 2020",2018-02-10,0,1,USA,Connecticut,Sour,Fruited Kettle Sour,None
Kromer Juice: Pink Guava,82,The Answer Brewpub,Sour - Fruited Kettle Sour,10,4.37,/beer/profile/37910/373724/,4.0,92.0,5121,2.52,Virginia,Active,"Jun 25, 2021",2018-10-04,0,0,USA,Virginia,Sour,Fruited Kettle Sour,None
Hydra - Blueberry + Tangerine + Mango,83,Mortalis Brewing Co.,Sour - Fruited Kettle Sour,14,4.33,/beer/profile/52338/442561/,7.0,92.0,4502,3.93,New York,Active,"Feb 25, 2022",2019-10-01,1,0,USA,New York,Sour,Fruited Kettle Sour,"This Fruited Sour blends blueberry, tangerine, and mango together to form just one of this monster’s many heads. Keep your eyes peeled for even more flavor combinations."
"Braaaaaaaains - Blackberry, Passionfruit & Pineapple",84,Drekker Brewing Company,Sour - Fruited Kettle Sour,14,4.33,/beer/profile/37051/512809/,7.3,92.0,4505,5.77,North Dakota,Active,"Jul 10, 2021",2020-10-14,0,0,USA,North Dakota,Sour,Fruited Kettle Sour,"Fruited sour.  Absolutely jam packed with Blackberry, Passionfruit, and Pineapple, and with Sea Salt, Lactose, and Vanilla so it's just bursting with jammy, sweet, & tart flavors we're pretty sure you're gonna dig."
"Braaaaaaaains - Mango, Orange, Banana",85,Drekker Brewing Company,Sour - Fruited Kettle Sour,23,4.29,/beer/profile/37051/557810/,7.1,93.0,3782,5.59,North Dakota,Active,"Apr 25, 2022",2021-07-06,2,1,USA,North Dakota,Sour,Fruited Kettle Sour,"This Braaains is stuffed with Mango, Orange, and Banana and then we hit it with our double secret smoothie treatment of sea salt, lactose, and vanilla beans."
Enchanted Island V2,86,Humble Forager Brewery,Sour - Fruited Kettle Sour,10,4.36,/beer/profile/58881/555690/,9.0,92.0,5290,7.34,Wisconsin,Active,"Feb 17, 2022",2021-06-24,1,0,USA,Wisconsin,Sour,Fruited Kettle Sour,None
J.R.E.A.M. - Blackberry Cranberry,87,Burley Oak Brewing Co.,Sour - Fruited Kettle Sour,19,4.3,/beer/profile/26749/304556/,4.8,93.0,4098,7.91,Maryland,Active,"Aug 20, 2020",2017-09-26,5,2,USA,Maryland,Sour,Fruited Kettle Sour,None
Twice the Daily Serving: Tropical Punch,88,Trillium Brewing Company,Sour - Fruited Kettle Sour,14,4.32,/beer/profile/30654/533971/,7.0,92.0,4709,5.09,Massachusetts,Active,"May 29, 2022",2021-02-10,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,None
The Gadget,89,Urban Artifact,Sour - Fruited Kettle Sour,138,4.24,/beer/profile/40297/245878/,8.0,94.0,2602,6.6,Ohio,Active,"May 26, 2022",2016-08-21,6,19,USA,Ohio,Sour,Fruited Kettle Sour,"Blackberry and Raspberry Midwest Fruit Tart. Designed by our taproom staff as an intricate experiment combining the explosive power of sour beer with the dangerous flavors of fresh fruit. Duck and cover!  Brewed with 1280 lbs of blackberries, 1280 lbs of raspberries, and 30g of vanilla beans per 30BBL batch.  3.2 pH"
Mango Coconut Sticky Sour,90,Untitled Art,Sour - Fruited Kettle Sour,18,4.3,/beer/profile/47802/536669/,6.0,93.0,4276,4.42,Wisconsin,Active,"Feb 25, 2022",2021-02-28,3,2,USA,Wisconsin,Sour,Fruited Kettle Sour,"Collaboration with Drekker Brewing Co.  Berliner style weiss ale brewed with mango, coconut, cinnamon, brown sugar and milk sugar."
Babylon,91,Hudson Valley Brewery,Sour - Fruited Kettle Sour,42,4.26,/beer/profile/44599/324753/,6.0,93.0,3227,5.16,New York,Active,"Dec 27, 2021",2018-01-30,2,1,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA with raw wheat, malted oat, milk sugar and blood orange and hopped with Galaxy."
Tritonia - Cucumber And Lime,92,Creature Comforts,Sour - Fruited Kettle Sour,124,4.24,/beer/profile/34456/139896/,4.5,94.0,2651,9.2,Georgia,Active,Monday at 11:40 PM,2014-10-06,21,22,USA,Georgia,Sour,Fruited Kettle Sour,None
Howzit Punch,93,Alvarado Street Brewery,Sour - Fruited Kettle Sour,59,4.25,/beer/profile/35259/231274/,5.5,93.0,3011,9.65,California,Active,"Jun 20, 2021",2016-05-21,4,2,USA,California,Sour,Fruited Kettle Sour,"Formerly Haole Punch  Passionfruit, Orange & Guava kettle sour ale. Same recipe, same POG-juice combo since 2015! Recent Silver medal winner at the 2020 Great American Beer Festival in the Contemporary Gose category."
Biggie’s Blueberry Brunch Bonanza,94,Alvarado Street Brewery,Sour - Fruited Kettle Sour,15,4.31,/beer/profile/35259/359126/,7.0,92.0,4636,6.73,California,Active,"Apr 26, 2022",2018-07-21,2,1,USA,California,Sour,Fruited Kettle Sour,A pie-inspired kettle sour ale brewed with blueberries and Tahitian vanilla beans. Liquid slice of heaven in a glass!
Braaaaaaaains - Blueberry Plum Cherry,95,Drekker Brewing Company,Sour - Fruited Kettle Sour,12,4.33,/beer/profile/37051/539313/,7.7,92.0,5087,4.39,North Dakota,Active,"Mar 13, 2022",2021-03-17,1,0,USA,North Dakota,Sour,Fruited Kettle Sour,None
Coastal Sunshine V5,96,Humble Forager Brewery,Sour - Fruited Kettle Sour,10,4.35,/beer/profile/58881/496712/,6.0,92.0,5504,3.45,Wisconsin,Active,"Oct 12, 2020",2020-07-19,1,2,USA,Wisconsin,Sour,Fruited Kettle Sour,"Pineapple, Orange, Banana  Coastal Sunshine is brewed with barley, spelt, and red and white wheat before souring with Forager Brewery’s Lactobacillus blend. Fermented atop zesty orange, creamy banana and juicy pineapple. This sour pairs perfectly with your favorite book while and the warm sunshine. (Vegan)"
Chonk Sundae Sour (‘Merica Cake),97,Drekker Brewing Company,Sour - Fruited Kettle Sour,10,4.35,/beer/profile/37051/558209/,6.5,92.0,5507,5.98,North Dakota,Active,"Feb 04, 2022",2021-07-09,1,1,USA,North Dakota,Sour,Fruited Kettle Sour,"This Chonk is inspired by the best part of summer picnics - the dessert table. ‘Merica Cake Chonk is fruited with strawberries, blueberries, banana, and then loaded up with cake batter, vanilla beans, and lactose for that star spangled decadence."
Never Again,98,The Veil Brewing Co.,Sour - Fruited Kettle Sour,35,4.26,/beer/profile/41018/246195/,4.9,93.0,3527,6.57,Virginia,Active,"Nov 21, 2020",2016-08-24,4,4,USA,Virginia,Sour,Fruited Kettle Sour,Gose with Pink Himalayan salt and a ton of raspberries. Almost 700lbs/100 gallons of raspberry purée.
Lassi What You Think About This,99,Westbrook Brewing Co.,Sour - Fruited Kettle Sour,16,4.3,/beer/profile/24134/439120/,6.0,92.0,4623,6.05,South Carolina,Active,"Dec 13, 2020",2019-09-09,1,0,USA,South Carolina,Sour,Fruited Kettle Sour,A tart raspberry lassi-inspired ale with copious amounts of red raspberry puree and rounded out with milk sugar and vanilla beans.
Bistro Grande - Apple & Cranberry Crumble,100,Energy City Brewing,Sour - Fruited Kettle Sour,14,4.31,/beer/profile/50920/528363/,8.0,92.0,4896,6.03,Illinois,Active,"Mar 04, 2022",2021-01-08,0,1,USA,Illinois,Sour,Fruited Kettle Sour,"Berliner weisse with apples, cranberries, brown sugar and cinnamon added after fermentation."
Gose Gone Wild,1,Stillwater Artisanal Ales,Sour - Gose,1125,4.39,/beer/profile/22150/121506/,4.3,97.0,570,8.2,Maryland,Active,"Jun 17, 2021",2014-05-18,340,138,USA,Maryland,Sour,Gose,"Collaboration with Westbrook Brewing Co.  It's no secret that we like to party, and sometimes it gets wild. So we took the Westbrook's refreshing Gose and cranked up the volume a bit, adding a massive dose of citra & amarillo hops, then fermented it with various strains of brettanomyces... Go Westbrook, it's your birthday, get funky!!"
Hose,2,de Garde Brewing,Sour - Gose,395,4.38,/beer/profile/31540/131657/,5.0,97.0,673,6.85,Oregon,Active,"Apr 04, 2022",2014-08-01,107,52,USA,Oregon,Sour,Gose,"Dry-hopped Gose style ale aged in oak barrels with coriander and citrus peel.  Batch 1, best by 1/03/15 Batch 2, best by 2/13/15"
Citra Hose,3,de Garde Brewing,Sour - Gose,140,4.4,/beer/profile/31540/169618/,4.0,97.0,683,6.14,Oregon,Active,"Oct 25, 2021",2015-04-24,52,11,USA,Oregon,Sour,Gose,"A Gose style ale, aged in oak barrels and dry hopped with Citra."
Nelson Hose,4,de Garde Brewing,Sour - Gose,190,4.39,/beer/profile/31540/140318/,5.0,97.0,688,5.47,Oregon,Active,"Jun 09, 2021",2014-10-08,41,16,USA,Oregon,Sour,Gose,"A dry hopped spontaneous wild ale aged in oak barrels with coriander, orange peel and sea salt."
Gose - Blackberries & Raspberries,5,Aslin Beer Company,Sour - Gose,56,4.32,/beer/profile/42560/233974/,4.5,95.0,1913,8.56,Virginia,Active,"Feb 23, 2022",2016-06-05,6,2,USA,Virginia,Sour,Gose,None
Gose - Raspberry & Lime,6,Aslin Beer Company,Sour - Gose,47,4.3,/beer/profile/42560/242728/,4.5,94.0,2374,5.12,Virginia,Active,"Oct 15, 2020",2016-07-31,2,3,USA,Virginia,Sour,Gose,None
Key Lime Pie Gose,7,Westbrook Brewing Co.,Sour - Gose,542,4.23,/beer/profile/24134/224761/,4.0,94.0,2442,7.57,South Carolina,Active,"Apr 29, 2022",2016-04-14,53,83,USA,South Carolina,Sour,Gose,Gose brewed with salt and coriander and infused with the delicious flavors of key lime pie.
Never Gonnagetit,8,The Veil Brewing Co.,Sour - Gose,21,4.37,/beer/profile/41018/291981/,4.9,94.0,2667,5.26,Virginia,Active,"Jun 09, 2021",2017-07-16,0,0,USA,Virginia,Sour,Gose,"Never Gonnagetit is the next installment in our fruited Gose Never series. This time we bombed the heck out of it with mixed berries. A ton of raspberry, blackberry, and boysenberries went into this #purplebeer."
Azacca Hose,9,de Garde Brewing,Sour - Gose,63,4.25,/beer/profile/31540/178888/,4.0,93.0,2930,7.29,Oregon,Active,"Dec 08, 2021",2015-06-24,8,7,USA,Oregon,Sour,Gose,"Our Gose inspired ale, fermented and aged in oak barrels, then dry-hopped with Azacca hops. Big mango and stone fruit character from the hops coupled with a citrusy fermentation character. Refreshing acidity, and a subtle salinity."
The Wind,10,Lost Nation Brewing,Sour - Gose,256,4.21,/beer/profile/31645/170091/,4.8,93.0,2983,7.36,Vermont,Active,"Jan 07, 2022",2015-04-28,15,41,USA,Vermont,Sour,Gose,"Introducing our latest bottled beer, The Wind. The Wind is our classic Gose dry hopped with Citra hops and grapefruit. Some of you may have had this beer in the past as a cask beer. Well we liked it so much that we figured out how to bottle it."
Super Spruce,11,Grimm Artisanal Ales,Sour - Gose,323,4.2,/beer/profile/32893/205192/,4.7,93.0,3146,7.38,New York,Active,"Dec 13, 2021",2015-12-13,31,64,USA,New York,Sour,Gose,dry-hopped gose w/ spruce tips.
Guava Lime Gose,12,WeldWerks Brewing Co.,Sour - Gose,23,4.28,/beer/profile/38773/373636/,4.5,93.0,3980,3.27,Colorado,Active,"Sep 16, 2021",2018-10-03,1,0,USA,Colorado,Sour,Gose,"Kettle-soured wheat ale brewed with sea salt, coriander, lime juice and guava purée."
Gose,13,Westbrook Brewing Co.,Sour - Gose,2688,4.16,/beer/profile/24134/81010/,4.0,93.0,4008,11.78,South Carolina,Active,"May 26, 2022",2012-05-06,422,500,USA,South Carolina,Sour,Gose,"This is our interpretation of Gose (pronounced “Gose-uh”), a traditional German-style sour wheat beer brewed with coriander and salt. Once nearly extinct, this very refreshing style is making a comeback.  5 IBU"
Super Going,14,Grimm Artisanal Ales,Sour - Gose,238,4.17,/beer/profile/32893/174869/,4.8,93.0,4027,6.24,New York,Active,"Oct 31, 2021",2015-05-31,22,40,USA,New York,Sour,Gose,"Aggressively dry hopped with new German aroma hops Mandarina Bavaria and Huell Melon; orange zest to boost. Lightly toasted white oak provides tannin's and mouthfeel. Assertively tart, with light sea salt appearing on the finish."
Glasgow Smile,15,Nightmare Brewing Company,Sour - Gose,54,4.2,/beer/profile/54783/420682/,6.7,93.0,4290,7.62,New York,Active,"Feb 15, 2022",2019-06-06,1,2,USA,New York,Sour,Gose,"Gose soured on Wild Scottish Bilberries with Heather, Lemon Zest, Raspberries and Blueberries.  Originating from 1930’s era Scotland, the Glasgow Smile was a signature performed on those unlucky enough to suffer at the hands of the Glasgow Razor Gangs. Given to rival gang members or the unfortunate victims of muggings, the act slices a person from the corners of the mouth towards each ear. While seeming like ancient history, in 2008 knife related injuries were reported every six hours and the Glasgow Smile was executed at minimum once a week.  Soured on Wild Bilberries grown in the Caledonian Forest of the Scots Pines, brewed with Heather (an ingredient used in Scotland beers for 5,000 years), Lemon Zest and Black Sea Salt, then fermented with Raspberries and Blueberries.  Maraschino sweet cherry, jammy raspberry and lemon zest sharpness aromatics. Bilberry skin and Heather come across as a balancing slight tannin earthiness. Hint of citrus and underripe raspberry tartness gives way to a mouthwateringly dry champagne finish with savory salinity."
Lime Cucumber Gose,16,Urban South Brewery,Sour - Gose,42,4.2,/beer/profile/45129/299156/,4.0,92.0,4643,5.95,Louisiana,Active,"Jun 04, 2022",2017-08-26,2,5,USA,Louisiana,Sour,Gose,An unfiltered wheat beer with kosher salt that is kettle soured. This refreshing beer is made even more thirst quenching with the addition of key lime and juice from locally grown cucumbers.
Strawberry Rhubarb Pie Gose,17,Westbrook Brewing Co.,Sour - Gose,41,4.18,/beer/profile/24134/429468/,4.5,92.0,5272,8.85,South Carolina,Active,"May 04, 2022",2019-07-22,3,1,USA,South Carolina,Sour,Gose,"Gose brewed with strawberry, rhubarb, vanilla, and spices."
Mission Gose,18,Evil Twin Brewing,Sour - Gose,389,4.12,/beer/profile/24300/161358/,4.0,92.0,5596,9.22,New York,Active,"Jul 23, 2020",2015-03-05,39,77,USA,New York,Sour,Gose,"Effortlessly cool, popping up in a cultish fashion and constantly on a tasty mission. This is Mission Gose: our take on an old-fashioned and slightly odd German beer style that is with good reason trending as the tastiest right now. It’s tart, salty, low in alcohol and probably the most refreshing beer you’ll ever have. Perhaps enjoy this beer in a restaurant with a mission near you. Wherever you are we made it stylishly good and exclusively well balanced just for you."
Más Agave Clásica - Lime,20,Founders Brewing Company,Sour - Gose,468,4.11,/beer/profile/1199/401036/,10.0,92.0,5942,10.95,Michigan,Active,"May 28, 2022",2019-03-01,21,66,USA,Michigan,Sour,Gose,"Formerly know as Más Agave.  We love cocktails. Like, really love them. If you ask us, few are more refreshing than the tart and tangy margarita and our latest barrel-aged beer pays tribute to that perennial classic. We took an imperial gose brewed with agave, lime and sea salt and then aged it in tequila barrels for just the right amount of kick. Consider it a party in a bottle. Más Agave!"
Grandma's Apple Pie Gose,21,Westbrook Brewing Co.,Sour - Gose,31,4.16,/beer/profile/24134/446555/,4.0,91.0,6449,7.45,South Carolina,Active,"Apr 04, 2022",2019-10-24,1,1,USA,South Carolina,Sour,Gose,"More PIE! Right on time for your autumn imbibing occasions we bring you this very delicious and nostalgic gose. Grandma's Apple Pie Gose is loaded with apple puree, cinnamon, and vanilla with a little milk sugar to balance it out."
Gene Flow,22,Speciation Artisan Ales,Sour - Gose,14,4.23,/beer/profile/48069/385940/,4.2,91.0,6762,5.44,Michigan,Active,"Jan 01, 2021",2018-12-08,1,0,USA,Michigan,Sour,Gose,"Gose w/ Cranberry, Hibiscus, Orange Zest, Cinnamon, & Salt - Last year we brewed Gene Flow for a Pro-Am competition where a brewery and homebrewer team up to replicate an award winning recipe. We were paired up with Ric Brown and his excellent holiday gose, which we replicated without the cinnamon, since we brewed it in the middle of summer. It was definitely a fan favorite, so we decided to re-blend it this year for a holiday release and add the Cinnamon back in. Wow, that was a good decision. This beer will go VERY well with family gatherings and turkey dinner (or tofurkey, if that's your thing.)"
Baciami Lipsia (Kiss My Lips),23,Birrificio Del Ducato,Sour - Gose,143,4.1,/beer/profile/16043/117296/,4.5,91.0,6716,10.73,Italy,Active,"Oct 12, 2020",2014-01-08,4,10,Italy,,Sour,Gose,None
Windlass of Erasmus,24,Nightmare Brewing Company,Sour - Gose,79,4.11,/beer/profile/54783/386131/,6.5,91.0,6808,6.08,New York,Active,"Apr 11, 2022",2018-12-09,1,6,USA,New York,Sour,Gose,"Gose with blackberries, blackcurrants and black sea salt.  Based more off of Nicolas Poussin’s 17th century painting as well as the 15th century medieval fresco in the Båstad church than the on the many exaggerated versions of his torture. The patron Saint of Sailors had his stomach slit open and his intestines wound around a Windlass. Blackberries, Blackcurrants and Black Sea Salt combine for an approachable sour with Cabernet Sauvignon notes and blood-like color and viscosity. Jammy, earthy, cassis, light brine and back of the palate tartness."
Gose Gone Hopped,25,Stillwater Artisanal Ales,Sour - Gose,34,4.14,/beer/profile/22150/294658/,4.6,91.0,6905,5.56,Maryland,Active,"Mar 27, 2021",2017-08-02,0,6,USA,Maryland,Sour,Gose,None
Orange Gose,26,Crane Brewing Company,Sour - Gose,70,4.11,/beer/profile/43378/203440/,4.1,91.0,6903,7.06,Missouri,Active,"Sep 23, 2021",2015-12-07,3,8,USA,Missouri,Sour,Gose,If you find yourself sailing on open water for an extended time you are going to need to ward off scurvy and thirst! This tangy gose infused with fresh orange zest will do both. Enjoy the salty zing wherevever the wind takes you.
Tanker Truck Sour Series: Passion Fruit Gose,27,Two Roads Brewing Company,Sour - Gose,97,4.1,/beer/profile/30437/276068/,5.2,91.0,6982,8.78,Connecticut,Active,"May 09, 2022",2017-04-08,7,14,USA,Connecticut,Sour,Gose,"Two Roads is driving a tanker truck down a road less traveled with this Passion Fruit Gose (pronounced GO-sah). This series of unique ales are kettle soured in our very own tanker truck trailer – a former milk tanker like the one on the front label - that's parked right on the grounds of our brewery! Featuring a nose of BIG tropical fruit, the taste is of light wheat and a perfect harmony of tartness and sweet fruit that's mingled with salinity to really bring the flavors to life - this refreshing gose is the perfect accompaniment to any occasion."
